Id	Name
C0268357	Osteogenesis imperfecta, type 1A
C0268358	Osteogenesis imperfecta, dominant perinatal lethal
C0268360	Osteogenesis imperfecta, recessive perinatal lethal
C0268362	Osteogenesis imperfecta type III (disorder)
C0268363	Osteogenesis imperfecta type IV (disorder)
C0268365	Marfanoid hypermobility syndrome
C0268371	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails
C0268373	Congenital junctional epidermolysis bullosa-pyloric atresia syndrome
C0268374	Adult junctional epidermolysis bullosa (disorder)
C0268375	Autosomal dominant epidermolysis bullosa simplex
C0268379	Pseudocholinesterase deficiency
C0268380	Systemic amyloidosis
C0268381	Primary amyloidosis
C0268382	Amyloid nephropathy
C0268383	Familial amyloid polyneuropathy, type VI
C0268384	Familial Amyloid Neuropathy, Portuguese Type
C0268385	Familial Amyloid Polyneuropathy, Jewish Type
C0268386	Amyloid Polyneuropathy, Swiss Type
C0268389	Amyloidosis, familial visceral
C0268390	Muckle-Wells Syndrome
C0268392	Localized amyloidosis
C0268393	Familial Cerebral Amyloid Angiopathy
C0268396	Isolated atrial amyloid
C0268397	Amyloidosis, Primary Cutaneous
C0268398	Familial lichen amyloidosis
C0268405	Hemodialysis-associated amyloidosis
C0268406	Age-related amyloidosis
C0268407	Senile cardiac amyloidosis
C0268410	Acid Phosphatase Deficiency
C0268412	Infantile hypophosphatasia
C0268413	Adult hypophosphatasia (disorder)
C0268414	Hyperphosphatasemia with bone disease
C0268416	Enterokinase Deficiency
C0268417	Pancreatic trypsinogen deficiency
C0268418	Deficiency of glycerol kinase
C0268419	Acatalasia
C0268425	Alstrom Syndrome
C0268434	Hyperkalemic distal renal tubular acidosis
C0268435	Renal Tubular Acidosis, Type II
C0268436	Pseudohypoaldosteronism, Type I
C0268443	Acquired Nephrogenic Diabetes Insipidus
C0268445	Normokalemic Periodic Paralysis
C0268446	Thyrotoxic periodic paralysis
C0268448	Primary hypomagnesemia (disorder)
C0268450	Gitelman Syndrome
C0268451	Manz syndrome
C0268457	Aminoacidemia
C0268461	Disorder of phenylalanine metabolism
C0268464	Transient hyperphenylalaninemia
C0268465	Phenylketonuria II
C0268467	Hyperphenylalaninemia, BH4-Deficient, B
C0268468	Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency
C0268474	Hydroxykynureninuria
C0268483	Tyrosinemias
C0268486	Hereditary hypertyrosinemia
C0268487	Tyrosine Transaminase Deficiency Disease
C0268490	Tyrosinemia, Type I
C0268493	Ochronotic arthritis
C0268494	Oculocutaneous albinism type 1
C0268495	Oculocutaneous albinism type 2
C0268497	Brown oculocutaneous albinism
C0268499	Autosomal dominant oculocutaneous albinism
C0268500	Yellow mutant oculocutaneous albinism
C0268501	BADS Syndrome
C0268503	Autosomal recessive ocular albinism
C0268505	Ocular albinism, type II
C0268514	Urocanase deficiency
C0268523	Glutamate-cysteine ligase deficiency
C0268524	gamma-Glutamyltransferase deficiency
C0268525	5-oxoprolinase deficiency
C0268528	Hyperprolinemia
C0268529	Proline dehydrogenase deficiency
C0268531	Hydroxyprolinemia
C0268532	Deficiency of prolidase
C0268534	Prolinuria
C0268540	HHH syndrome
C0268542	Ornithine carbamoyltransferase deficiency
C0268543	Hyperammonemia, type III
C0268547	Argininosuccinic Aciduria
C0268548	Hyperargininemia
C0268553	Hyperlysinemias
C0268555	Hyperlysinemia, Periodic
C0268556	Saccharopinuria
C0268559	Hyperglycinemia
C0268560	Hyperglycinemia, Transient Neonatal
C0268561	Hyperglycinemia, Nonketotic, Type I
C0268562	Hyperglycinemia, Nonketotic, Type II
C0268563	Sarcosinemia
C0268568	Classic Maple Syrup Urine Disease
C0268569	Intermittent Maple Syrup Urine Disease
C0268573	Valinemia
C0268574	Hyperleucine-Isoleucinemia
C0268575	Isovaleryl-CoA dehydrogenase deficiency
C0268576	Hyperleucinemia
C0268579	Propionic acidemia
C0268581	Holocarboxylase Synthetase Deficiency
C0268583	Methylmalonic acidemia
C0268594	Glutaric aciduria
C0268595	Glutaric aciduria, type 1
C0268596	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
C0268600	3-methylcrotonyl CoA carboxylase 1 deficiency
C0268601	HMG CoA lyase deficiency
C0268603	Acetyl-CoA: carboxylase deficiency
C0268605	Inherited disorder of folate metabolism
C0268608	Deficiency of dihydrofolate reductase
C0268609	Glutamate formiminotransferase deficiency
C0268611	Arakawa syndrome 2
C0268613	Disorder of sulfur-bearing amino acid metabolism
C0268615	5,10-Methylenetetrahydrofolate reductase deficiency
C0268616	Gamma-cystathionase deficiency
C0268618	Cystathioninemia
C0268621	Hepatic methionine adenosyltransferase deficiency
C0268623	Tyrosinemia, Type III
C0268624	Sulfite oxidase deficiency
C0268626	Juvenile nephropathic cystinosis (disorder)
C0268630	Hyper-beta-alaninemia
C0268631	succinic semialdehyde dehydrogenase deficiency
C0268632	Homocarnosinosis
C0268634	Disorder of fatty acid metabolism
C0268641	Amino acid transport disorder
C0268642	Histidinuria renal tubular defect
C0268643	Cystinuria type 1
C0268645	Cystinuria, type 3
C0268646	Isolated cystinuria
C0268647	Lysinuric Protein Intolerance
C0268654	Iminoglycinuria
C0268680	Biotin deficiency
C0268687	Nutritional steatitis
C0268689	Vitamin D-dependent rickets, type 1
C0268707	Uremic encephalopathy
C0268709	Renal tubular defect
C0268731	Renal glomerular disease
C0268732	Nephritic syndrome
C0268734	Acute nephropathy
C0268742	Membranoproliferative Glomerulonephritis, Type I
C0268743	Membranoproliferative Glomerulonephritis, Type II
C0268747	Diffuse mesangial sclerosis (disorder)
C0268749	Fibrillary glomerulonephritis
C0268750	Necrotizing glomerulonephritis
C0268757	SLE glomerulonephritis syndrome, WHO class IV
C0268784	Myeloma kidney
C0268785	Salt-losing nephropathy
C0268790	Renal vascular disorder
C0268796	Arteriolar nephrosclerosis
C0268799	Acquired renal cystic disease
C0268800	Simple renal cyst
C0268804	Hydroureteronephrosis
C0268813	Dipsogenic Diabetes Insipidus
C0268821	Lower urinary tract infectious disease
C0268825	Hunner's ulcer
C0268837	Cystitis glandularis
C0268849	Overactive Detrusor
C0268855	Hypertrophy of bladder
C0268875	Urethrorectal fistula
C0268889	Prostatic Obstruction
C0268902	Atrophy of seminal vesicle
C0268916	Atrophy of vas deferens
C0268958	Acute orchitis
C0269011	Increased size of penis
C0269014	Fibrosis of corpus cavernosum
C0269062	Chronic cervicitis
C0269084	Vulvar Vestibulitis
C0269102	Endometrioma
C0269106	Endosalpingiosis
C0269133	Urethrovaginal fistula
C0269155	Germinal inclusion cyst of ovary
C0269190	Squamous metaplasia of cervix
C0269192	Cervical atypism
C0269199	Stenosis of cervix
C0269209	Hydrometrocolpos
C0269258	Periductal mastitis
C0269269	Inversion of nipple (disorder)
C0269285	Cervical pregnancy
C0269608	Antepartum hemorrhage
C0269852	Vasa Previa
C0269855	Hematoma of cord
C0269972	Postpartum cardiomyopathy
C0269995	Galactorrhea associated with childbirth
C0270027	Antepartum hemorrhage affecting fetus or newborn
C0270075	Perinatal disorder
C0270149	Perinatal respiratory distress
C0270150	Perinatal respiratory failure
C0270173	TORCH syndrome
C0270192	Perinatal Subarachnoid Hemorrhage
C0270202	Hemolytic disease of fetus OR newborn due to ABO immunization
C0270210	Lucey-Driscoll syndrome (disorder)
C0270217	Perinatal jaundice due to inspissated bile syndrome
C0270221	Syndrome of infant of diabetic mother
C0270224	Tetany, Neonatal
C0270250	Meconium peritonitis
C0270254	Hydrops of placenta
C0270327	Bedwetting
C0270411	Mild mood disorder
C0270458	Severe major depression with psychotic features
C0270496	Schizoaffective disorder, bipolar type
C0270500	Coprophilia (disorder)
C0270541	Rebound Insomnia
C0270549	Generalized Anxiety Disorder
C0270587	Generalized social phobia
C0270612	Leukoencephalopathy
C0270627	Myelitis, Acute Transverse
C0270629	Epidural Abscess
C0270639	Lateral Sinus Thrombosis
C0270679	Brain stem herniation
C0270680	Posterior fossa compression syndrome
C0270685	Cerebral calcification
C0270686	Fungal infection of brain
C0270687	Pseudomeningocele
C0270697	Post-Lumbar Puncture Headache
C0270699	Neonatal maladjustment syndrome
C0270707	Kluver-Bucy Syndrome
C0270709	Rud Syndrome
C0270710	Bing-Neel syndrome
C0270712	Late cortical cerebellar atrophy
C0270715	Degenerative Diseases, Central Nervous System
C0270718	Arrested hydrocephalus
C0270720	Hydrocephalus Ex-Vacuo
C0270721	Cerebral ataxia
C0270724	Infantile Neuroaxonal Dystrophy
C0270726	Alexander Disease
C0270730	MPTP Poisoning
C0270733	Striatonigral Degeneration
C0270736	Essential Tremor
C0270739	Hemichorea
C0270742	Athetoid cerebral palsy
C0270749	Marie Cerebellar Ataxia
C0270755	Corticostriatal-Spinal Degeneration
C0270763	Familial Motor Neuron Disease
C0270764	Motor Neuron Disease, Lower
C0270765	Myelopathic Muscular Atrophy
C0270771	Syringobulbia
C0270774	Myelomalacia
C0270780	Degenerative myelopathy
C0270786	Binswanger Disease
C0270790	Quadriparesis
C0270795	Monoparesis
C0270800	Autonomic hyperreflexia of bladder
C0270804	Spastic Diplegia Cerebral Palsy
C0270805	Hemiplegic cerebral palsy
C0270807	Monoplegic Cerebral Palsy
C0270814	Spastic syndrome
C0270816	epilepsy and migraine
C0270820	Gelastic Epilepsy
C0270823	Petit mal status
C0270824	Visual seizure
C0270834	Complex partial seizure with impairment of consciousness
C0270844	Tonic Seizures
C0270846	Epileptic drop attack
C0270847	Benign Focal Epilepsy, Childhood
C0270850	Idiopathic generalized epilepsy
C0270851	Benign neonatal epilepsy
C0270853	Juvenile Myoclonic Epilepsy
C0270854	Symptomatic Generalized Epilepsy
C0270855	Early myoclonic encephalopathy
C0270857	Epilepsy, Reflex
C0270858	Abdominal Migraine
C0270860	Basilar-Type Migraine
C0270862	Hemiplegic migraine
C0270871	Facial Myokymia
C0270910	Idiopathic peripheral neuropathy
C0270911	Charcot-Marie-Tooth Disease, Type Ia (disorder)
C0270912	Charcot-Marie-Tooth Disease, Type Ib
C0270913	Charcot-Marie-Tooth disease, Type 1C
C0270914	Hereditary Motor and Sensory-Neuropathy Type II
C0270920	Supranuclear paralysis
C0270921	Axonal neuropathy
C0270922	Peripheral demyelinating neuropathy
C0270932	Paraneoplastic Polyneuropathy
C0270933	Inflammatory neuropathy
C0270942	Myasthenic crisis
C0270948	Neurogenic Muscular Atrophy
C0270951	Ocular muscular dystrophy
C0270952	Muscular Dystrophy, Oculopharyngeal
C0270958	Kocher-Debre-Semelaigne syndrome
C0270959	Myotonia Levior
C0270960	Congenital myopathy (disorder)
C0270962	Multi-core congenital myopathy
C0270968	Limb-girdle muscular dystrophy type 2H
C0270969	Zebra body myopathy
C0270970	Reducing-body myopathy
C0270971	Floppy infant syndrome
C0270972	Cornelia De Lange Syndrome
C0270975	Infantile encephalopathy AND lactic acidosis
C0270984	Metabolic myopathy
C0270985	Alcohol myopathy
C0270992	Secondary myopathy
C0271000	Metallosis
C0271004	Absent anterior chamber of eye
C0271007	Phthisis bulbi
C0271051	Macular retinal edema
C0271055	Rhegmatogenous retinal detachment
C0271064	Retinal microaneurysm with diabetes mellitus
C0271066	Choroidal retinal neovascularization
C0271073	Eales disease
C0271083	Nonexudative age-related macular degeneration
C0271084	Exudative age-related macular degeneration
C0271086	Toxic maculopathy
C0271091	Retinoschisis, Juvenile, X-Linked
C0271092	Progressive cone dystrophy (without rod involvement)
C0271093	Stargardt's disease
C0271097	Usher Syndrome
C0271135	Ectopic pupil
C0271148	Secondary Open Angle Glaucoma
C0271149	Secondary angle-closure glaucoma
C0271152	Malignant glaucoma
C0271160	Cortical cataract
C0271163	Incipient cataract
C0271165	Punctate cataract
C0271174	Atopic cataract
C0271178	Irvine-Gass Syndrome
C0271183	Severe myopia
C0271185	Metamorphopsia
C0271196	Scotoma, Centrocecal
C0271197	Scotoma, Paracentral
C0271198	Scotoma, Arcuate
C0271214	Central blindness
C0271215	Blindness, Legal
C0271217	Impairment level: total impairment of both eyes (disorder)
C0271240	Blindness of one eye (disorder)
C0271270	Oculovestibuloauditory syndrome
C0271271	Xerotic keratitis
C0271285	Epithelial basement membrane dystrophy
C0271287	Schnyder crystalline corneal dystrophy
C0271288	Corneal guttata
C0271291	Corneal anesthesia
C0271292	Corneal hypoesthesia
C0271294	Chronic allergic conjunctivitis
C0271321	Madarosis of eyelid
C0271333	Orbital lymphoma
C0271342	Glaucomatous atrophy of optic disc
C0271344	Compression of optic nerve
C0271347	Cavernous sinus syndrome
C0271364	Manifest vertical squint
C0271375	Fourth cranial nerve paresis
C0271379	Convergence Insufficiency
C0271382	Periodic Alternating Nystagmus
C0271383	Symptomatic Nystagmus
C0271384	Spontaneous Ocular Nystagmus
C0271385	Horizontal Nystagmus
C0271386	Vertical Nystagmus
C0271387	Rebound Nystagmus
C0271388	Pendular Nystagmus
C0271389	Jerk Nystagmus
C0271390	Nystagmus, End-Position
C0271402	Scleral abscess
C0271407	Synchysis scintillans
C0271428	Disorder of middle ear
C0271429	Acute otitis media
C0271441	Chronic otitis media
C0271449	Exudative otitis media
C0271453	Serous otitis media
C0271454	Chronic purulent otitis media
C0271468	Eustachian tube disorder
C0271514	Low frequency deafness
C0271527	Cryptogenic sexual precocity
C0271528	Isosexual precocious puberty
C0271531	Pineal gland dysfunction
C0271547	Overproduction of growth hormone
C0271552	Idiopathic hyperprolactinemia
C0271560	Lymphocytic hypopituitarism
C0271561	Somatotropin deficiency
C0271567	Isolated Growth Hormone Deficiency, Type II
C0271568	Laron Syndrome
C0271574	Empty Sella Syndrome, Primary
C0271577	Isolated gonadotropin deficiency
C0271578	Female hypogonadism syndrome
C0271582	Isolated lutropin deficiency (disorder)
C0271583	ACTH Deficiency, Isolated
C0271586	Prolactin Deficiency, Isolated
C0271614	Residual ovary syndrome
C0271616	Precocious female puberty
C0271618	Delayed female puberty
C0271623	Hypogonadotropic hypogonadism
C0271629	Mullerian inhibiting factor deficiency
C0271633	Disorder of endocrine pancreas
C0271638	Type 2 diabetes mellitus in obese
C0271641	Malnutrition related diabetes mellitus
C0271642	Fibrocalculous pancreatic diabetes
C0271650	Impaired glucose tolerance
C0271651	Impaired glucose tolerance in obese
C0271662	Gestational diabetes mellitus, class A>1<
C0271673	Symmetric Diabetic Proximal Motor Neuropathy
C0271674	Asymmetric Diabetic Proximal Motor Neuropathy
C0271678	Diabetic Mononeuropathy
C0271680	Diabetic Polyneuropathies
C0271681	Sensory polyneuropathy
C0271682	Mixed sensory-motor polyneuropathy
C0271683	Polyneuropathy, Motor
C0271685	Diabetic Amyotrophy
C0271686	Diabetic Autonomic Neuropathy
C0271689	Insulin Receptor, Defect in
C0271693	Acquired generalized lipodystrophy
C0271694	Familial partial lipodystrophy
C0271695	Rabson-Mendenhall Syndrome
C0271702	Iatrogenic hyperinsulinism
C0271703	Factitious hypoglycemia
C0271706	Hyperplasia of pancreatic islet beta cell
C0271708	Fasting Hypoglycemia
C0271710	Reactive hypoglycemia
C0271712	Hypoglycemia of childhood
C0271713	Ketotic hypoglycemia
C0271714	Hypoglycemia, leucine-induced
C0271719	Glucagon resistance
C0271725	Iatrogenic Cushing's disease
C0271728	Secondary hyperaldosteronism
C0271737	Addison's disease due to autoimmunity
C0271738	Hypocortisolism secondary to another disorder
C0271742	Glucocorticoid deficiency with achalasia
C0271749	Abnormality of cortisol-binding globulin
C0271750	Adrenal calcification
C0271761	Non-toxic multinodular goiter
C0271787	Adult myxedema
C0271789	Hypothyroidism, Congenital, Nongoitrous, 4
C0271790	Subclinical hypothyroidism
C0271791	Severe hypothyroidism
C0271795	Transient hypothyroidism
C0271801	Central hypothyroidism
C0271814	Silent thyroiditis
C0271815	Postpartum Thyroiditis
C0271816	Focal thyroiditis
C0271826	Iodide transport defect
C0271829	Pendred's syndrome
C0271836	X-linked reduction of thyroxine-binding globulin
C0271844	Parathyroid hyperplasia
C0271846	Familial hyperparathyroidism
C0271848	Hyperparathyroidism due to vitamin D deficiency
C0271858	Tertiary hyperparathyroidism
C0271862	Idiopathic parathyroidism
C0271865	Autoimmune hypoparathyroidism
C0271869	Pseudohypoparathyroidism type I B
C0271885	Hypothalamic obesity
C0271899	Normocytic normochromic anemia
C0271901	Microcytic hypochromic anemia (disorder)
C0271902	Microcytic normochromic anemia
C0271905	Acquired methemoglobinemia
C0271907	Acquired aplastic anemia
C0271930	Anemia of pregnancy
C0271932	Anemia of chronic renal failure
C0271933	Congenital dyserythropoietic anemia, type I
C0271934	Congenital dyserythropoietic anemia, type III
C0271972	Thiamine-responsive megaloblastic anemia
C0271979	Thalassemia Intermedia
C0271980	beta^0^ Thalassemia
C0271985	Delta-Beta Thalassemia
C0271986	delta beta^0^ Thalassemia
C0271987	^A^gamma delta beta^0^ thalassemia
C0271990	delta-Thalassemia
C0271991	delta^0^ Thalassemia
C0271994	Hereditary persistence of fetal hemoglobin thalassemia
C0271995	HPFH deletion type
C0272002	alpha^0^ Thalassemia
C0272003	alpha^+^ Thalassemia, deletion type
C0272005	Hemoglobin Bart's hydrops syndrome
C0272006	Unstable hemoglobin disease
C0272024	Secondary acquired sideroblastic anemia
C0272027	Pyridoxine-responsive sideroblastic anemia
C0272048	stomatocytic anemia
C0272051	Xerocytosis
C0272052	Rh Deficiency Syndrome
C0272066	Glycogen Storage Disease XII
C0272080	Hemoglobin D disease
C0272081	Hemoglobin D trait
C0272082	Hemoglobin E trait
C0272087	Congenital Methemoglobinemia
C0272105	Anemia due to infection
C0272118	Warm autoimmune hemolytic anemia
C0272126	Evans syndrome
C0272132	Drug-induced hemolytic anemia
C0272137	Tn Syndrome
C0272138	Erythroblastosis
C0272139	Erythrocytosis due to low atmospheric pressure
C0272144	Erythrocytosis due to tissue hypoxemia
C0272157	Disorder of neutrophils
C0272160	Chronic neutrophilia
C0272167	Reticular dysgenesis
C0272170	Shwachman syndrome
C0272173	Myelokathexis
C0272175	Immune neutropenia
C0272176	Alloimmune neonatal neutropenia
C0272178	Drug-induced neutropenia
C0272183	Qualitative abnormality of granulocyte
C0272187	Congenital leukocyte adherence deficiency
C0272191	eosinophilic syndrome
C0272192	Familial eosinophilia
C0272195	Eosinopenia
C0272199	Familial Hemophagocytic Lymphocytosis
C0272203	Indolent Systemic Mastocytosis
C0272209	T lymphocyte disorder
C0272214	Persistent lymphocytosis
C0272217	Atypical lymphoproliferative disorder
C0272220	Chronic granulomatous disease, type II
C0272236	Hyperimmunoglobulin M syndrome
C0272238	Transient hypogammaglobulinemia of infancy
C0272240	Disorder of complement
C0272241	Complement abnormality
C0272242	Complement deficiency disease
C0272249	Polyclonal gammopathy
C0272256	Solitary Osseous Plasmacytoma
C0272263	Cryofibrinogenemia
C0272272	Systemic fibrinogenolysis
C0272274	Familial hemorrhagic diathesis
C0272275	Heparin-induced thrombocytopenia with thrombosis
C0272278	Congenital thrombocytopenia
C0272282	Thrombocytopenia, cyclic
C0272285	Heparin-induced thrombocytopenia
C0272286	Thrombocytopenia due to platelet alloimmunization
C0272290	Drug-induced immune thrombocytopenia
C0272292	Acute idiopathic thrombocytopenic purpura
C0272293	Chronic idiopathic thrombocytopenic purpura
C0272296	Thrombocytopenia due to sequestration
C0272302	Gray Platelet Syndrome
C0272315	Coagulation factor deficiency syndrome
C0272317	Hereditary factor II deficiency disease
C0272322	Severe hereditary factor VIII deficiency disease
C0272323	Moderate hereditary factor VIII deficiency disease
C0272324	Mild hereditary factor VIII deficiency disease
C0272325	Factor 8 deficiency, acquired
C0272327	Hereditary factor X deficiency disease
C0272328	Acquired factor X deficiency disease
C0272330	Factor XI deficiency, type II
C0272334	Hereditary factor XII deficiency disease
C0272339	Prekallikrein deficiency
C0272340	High molecular weight kininogen deficiency
C0272342	Familial multiple factor deficiency syndrome, type I
C0272343	Familial multiple factor deficiency syndrome, type II
C0272350	Dysfibrinogenemia, Congenital
C0272355	von Willebrand disease, type IIC
C0272356	von Willebrand disease, type IID
C0272362	Acquired von Willebrand's disease
C0272363	ANTICOAGULANT DISORDERS
C0272375	Antithrombin III Deficiency
C0272383	Suppurative tonsillitis
C0272386	Hypertrophy of tonsils
C0272387	Hyperplasia of tonsils
C0272394	Disorder of lymph node
C0272398	Dermatopathic lymphadenitis
C0272401	Virchow's node (disorder)
C0272404	Hyposplenism
C0272405	Functional asplenia
C0272419	Atrophy of thymus gland
C0273115	Lung Injury
C0274294	Chronic mountain sickness
C0274295	Brisket disease
C0274306	Cutaneous anaphylaxis
C0274576	Poisoning by fluorouracil
C0274859	Inorganic Mercury Poisoning
C0274860	Mercury Poisoning, Organic
C0274861	Arsenic Poisoning, Inorganic
C0274862	Nervous System, Organic Arsenic Poisoning
C0274869	Toxic effect of heavy metal
C0275518	Acute infectious disease
C0275524	Coinfection
C0275544	Congenital infectious disease
C0275550	Acute bacterial peritonitis
C0275551	Primary bacterial peritonitis
C0275553	Bacterial cholangitis
C0275572	Dermatophilosis due to Dermatophilus congolensis
C0275583	Pulmonary Nocardiosis
C0275584	Cutaneous nocardiosis
C0275594	Infection due to Brucella suis
C0275616	Infection due to Clostridium chauvoei
C0275686	Congenital listeriosis
C0275703	Brazilian purpuric fever
C0275706	Infection due to Mycobacterium kansasii
C0275708	Mycobacterium marinum Infection
C0275778	Lyme carditis
C0275804	Streptococcal tonsillitis
C0275814	Streptococcal lymphadenitis of swine
C0275904	Tuberculosis, Central Nervous System
C0275909	Tuberculosis of brain
C0275911	Tuberculosis of intestines
C0275919	Tuberculous ascites
C0275959	Acute tuberculosis
C0275974	Glandular tularemia
C0275982	Enteric campylobacteriosis
C0276035	Glasser's disease
C0276041	Chronic respiratory disease due to Mycoplasma gallisepticum
C0276044	Contagious bovine pleuropneumonia
C0276085	Ecthyma gangrenosum
C0276088	Escherichia coli septicemia
C0276089	Pneumonia due to Escherichia coli
C0276093	edema disease
C0276096	Mastitis-metritis-agalactia syndrome
C0276108	Chlamydia psittaci infection
C0276138	Viral myocarditis
C0276161	Subacute adenoviral encephalitis
C0276168	Egg drop syndrome
C0276196	Goatpox
C0276199	Canarypox (disorder)
C0276223	Recurrent herpes simplex
C0276226	Herpes encephalitis
C0276231	Duck viral enteritis
C0276240	Infectious pustular vulvovaginitis
C0276252	Cytomegalovirus hepatitis
C0276253	Cytomegaloviral pneumonia
C0276259	Lymphocystis disease
C0276262	Verruca plana
C0276270	Oral papillomatosis
C0276273	Teat papillomatosis
C0276275	Disease due to Parvoviridae
C0276279	Mink parvovirus infection
C0276289	Zika Virus Infection
C0276340	Respiratory syncytial virus bronchiolitis
C0276357	Swine influenza
C0276379	La Crosse Encephalitis
C0276429	Enteroviral encephalomyelitis
C0276430	Enterovirus meningitis
C0276434	Acute type A viral hepatitis
C0276447	Rhinovirus infection
C0276496	Familial Alzheimer Disease (FAD)
C0276501	Human immunodeficiency virus II infection
C0276527	Pneumonia associated with AIDS
C0276535	AIDS with Kaposi's sarcoma
C0276548	HIV encephalitis
C0276609	Acute type B viral hepatitis
C0276622	Acute viral hepatitis
C0276623	Chronic viral hepatitis
C0276625	Chronic active viral hepatitis
C0276638	Pseudoscarlatina
C0276640	Transmissible mink encephalopathy
C0276651	Aspergilloma
C0276653	Invasive Pulmonary Aspergillosis
C0276655	Infection by Aspergillus fumigatus
C0276658	Infection by Aspergillus flavus
C0276665	Pulmonary paracoccidioidomycosis
C0276667	Disseminated coccidioidomycosis
C0276668	Coccidioidal granuloma
C0276680	Infection by Candida albicans
C0276687	Disseminated cryptococcosis
C0276688	Pulmonary cryptococcosis
C0276721	Phaeohyphomycosis
C0276742	Kerion celsi
C0276758	Fusariosis
C0276832	Congenital malaria
C0276839	Infection by Cytauxzoon
C0276846	Infection by Hepatozoon
C0276849	Infection by Babesia bovis
C0276871	Infection by Trypanosoma evansi
C0276876	Infection by Leishmania infantum
C0276883	Zoonotic form of cutaneous leishmaniasis
C0276908	Infection by Pneumocystis jirovecii (disorder)
C0276919	Intestinal nematode infection
C0276926	Schistosoma hematobium infection
C0277004	Opisthorchis felineus Infection
C0277005	Opisthorchis viverrini Infection
C0277131	Angiostrongylus cantonensis infection
C0277150	Infection by Baylisascaris
C0277154	Infection by Toxocara canis
C0277192	Infection by Spirocerca
C0277275	Infection by Haemonchus
C0277302	Infection by Strongyloides stercoralis
C0277331	Disease due to Acanthocephala
C0277337	Infection by Polymorphus
C0277346	Infestation by bed bug
C0277355	Flea Infestation
C0277356	Tunga penetrans infestation
C0277524	Infectious colitis
C0277525	Infectious gastroenteritis
C0277526	Dysenteric diarrhea
C0277527	Epidemic diarrhea
C0277528	Traveler's diarrhea
C0277561	Juvenile disease
C0277792	Pathognomonic sign
C0277794	Extreme exhaustion
C0277799	Intermittent fever
C0277820	Clasp-Knife Spasticity
C0277821	Extrapyramidal Rigidity
C0277827	Early fontanel closure
C0277828	Late fontanel closure
C0277839	Hoffman's Reflex
C0277850	Reflex, Pendular
C0277873	Nasal Flaring
C0277919	Postthrombotic Syndrome
C0277941	Blanching of skin
C0277942	Butterfly rash
C0277959	Coarse hair
C0277960	Dry hair
C0277977	Murphy's sign
C0278007	Normal bowel habits
C0278008	Altered bowel function
C0278015	Change in stool consistency
C0278026	Aciduria
C0278061	Abnormal mental state
C0278076	Behavioral tic
C0278079	Psychological addiction
C0278080	Physical addiction
C0278097	Abnormal male sexual function
C0278110	Hemiplegia, Crossed
C0278114	Paraplegia, Cerebral
C0278115	Paraplegia, Spinal
C0278134	Absence of sensation
C0278139	Moderate pain
C0278141	Excruciating pain
C0278144	Dull pain
C0278147	Radicular pain
C0278152	Hemifacial Spasm
C0278161	Ataxia, Motor
C0278183	Posttraumatic aphasia
C0278184	Scanning speech
C0278193	Reflex Epilepsy, Reading
C0278211	Reflex, Corneal, Absent
C0278252	Prognosis bad
C0278474	Stage I Colon Carcinoma
C0278479	Stage II Colon Cancer
C0278480	Stage III Colon Cancer
C0278484	Malignant neoplasm of colon stage IV
C0278485	Carcinoma breast stage I
C0278486	Breast cancer stage II
C0278487	Stage III Breast Cancer AJCC v6
C0278488	Carcinoma breast stage IV
C0278489	Stage IIIA Breast Carcinoma
C0278493	Breast cancer recurrent
C0278495	Malignant neoplasm of stomach stage I
C0278496	Malignant neoplasm of stomach stage II
C0278497	Malignant neoplasm of stomach stage III
C0278498	Malignant neoplasm of stomach stage IV
C0278502	recurrent gastric cancer
C0278504	Non-small cell lung cancer stage I
C0278505	Non-small cell lung cancer stage II
C0278506	Non-small cell lung cancer stage III
C0278510	Childhood Medulloblastoma
C0278511	Osteosarcoma localised
C0278512	Metastatic osteosarcoma
C0278513	Stage IIIB Breast Carcinoma
C0278517	Non-small cell lung cancer recurrent
C0278519	Recurrent Childhood Acute Lymphoblastic Leukemia
C0278535	Rectal cancer stage I
C0278544	Stage II Rectal Cancer
C0278545	Stage III Rectal Cancer AJCC v6
C0278554	Recurrent Rectal Cancer
C0278556	Anal cancer recurrent
C0278577	stage III cervical cancer
C0278579	Cervix carcinoma recurrent
C0278580	recurrent cutaneous T-cell lymphoma
C0278582	stage IB cervical cancer
C0278583	Cervical carcinoma stage IIB
C0278584	Metastatic Carcinoma to the Uterine Cervix
C0278586	Metastatic Ewing's Sarcoma
C0278590	Ewing's sarcoma recurrent
C0278592	Adult Angiosarcoma
C0278595	Adult Fibrosarcoma
C0278599	childhood infratentorial ependymoma
C0278600	Childhood Brain Stem Glioma
C0278601	Inflammatory Breast Carcinoma
C0278607	Adult Leiomyosarcoma
C0278608	Adult Liposarcoma
C0278619	Extramedullary Plasmacytoma
C0278622	Adult Malignant Peripheral Nerve Sheath Tumor
C0278649	Recurrent Childhood Rhabdomyosarcoma
C0278650	Childhood Supratentorial Ependymoma
C0278652	Childhood Craniopharyngioma
C0278660	Adult Synovial Sarcoma
C0278678	Metastatic Renal Cell Cancer
C0278679	Renal cell carcinoma recurrent
C0278681	metastatic parathyroid cancer
